time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code),crop,stageOfGrowth,Kc,irrigation
2017-11-07,995.64,0.43,0.95,25.7,10.42,84.5,11.98,13.41,69.58,1587.0,51,Bean,MidSeasonStage,1.1,0
2017-11-08,1000.0,0.41,1.37,2.2,5.0,78.88,12.89,13.94,45.92,2606.0,51,Barley,CropDevStage,0.75,1
2017-11-09,1004.47,0.4,1.26,3.6,7.92,85.08,13.48,13.78,57.54,2364.0,0,Grain,MidSeasonStage,1.1,0
2017-11-10,1001.73,0.41,0.85,4.4,8.84,83.33,13.23,13.75,76.92,1283.0,51,Grain,MidSeasonStage,1.1,0
2017-11-11,998.56,0.39,1.48,0.0,6.76,81.04,13.82,14.09,19.25,2830.0,1,Grain,InitialStage,0.35,1
2017-11-12,995.22,0.37,1.5,1.2,9.46,81.83,14.4,13.75,46.46,2382.0,0,Bean,MidSeasonStage,1.1,2
2017-11-13,985.0,0.4,1.21,12.6,15.68,74.04,12.92,13.63,74.54,1182.0,51,Grain,InitialStage,0.35,0
2017-11-14,989.42,0.4,0.82,7.1,11.85,79.92,10.74,11.77,82.46,1187.0,2,Lentil,MidSeasonStage,1.1,0
2017-11-15,995.29,0.41,1.41,8.2,8.78,76.25,12.74,13.12,46.0,2439.0,53,Lentil,InitialStage,0.45,0
2017-11-16,996.93,0.4,0.79,7.4,12.91,81.38,11.6,12.3,65.92,787.0,1,Cotton,LateSeasonStage,0.75,0
2017-11-17,997.91,0.39,1.61,0.0,11.41,74.46,13.34,13.62,15.54,2574.0,2,Bean,LateSeasonStage,0.9,1
2017-11-18,998.59,0.37,1.44,0.0,8.68,74.04,12.27,13.11,14.33,2507.0,0,Cabbage,LateSeasonStage,0.9,1
2017-11-19,998.35,0.37,1.2,0.0,8.27,75.04,11.7,12.82,23.17,2221.0,1,Lentil,CropDevStage,0.75,1
2017-11-20,1004.01,0.36,1.44,0.0,6.59,66.29,10.87,11.6,5.21,2830.0,0,Lettuce,LateSeasonStage,0.9,1
2017-11-21,1005.69,0.35,1.34,0.0,6.26,74.12,11.94,11.31,38.29,2287.0,0,Lettuce,CropDevStage,0.6,1
2017-11-22,1005.97,0.35,1.21,0.0,6.17,83.21,12.6,12.65,35.04,2137.0,1,Bean,InitialStage,0.35,1
2017-11-23,1006.39,0.34,1.1,0.0,4.56,86.33,12.93,12.36,48.12,2026.0,2,Grain,InitialStage,0.35,1
2017-11-24,1007.3,0.34,0.98,0.0,3.9,89.04,12.5,12.29,69.29,1847.0,1,Barley,CropDevStage,0.75,1
2017-11-25,1004.29,0.36,0.9,4.1,9.83,85.5,14.2,13.43,85.83,1324.0,3,Lettuce,LateSeasonStage,0.9,0
2017-11-26,998.35,0.38,1.41,5.4,16.12,74.46,13.6,13.88,51.04,1844.0,51,Cucumber,MidSeasonStage,0.9,0
2017-11-27,1003.52,0.37,1.74,0.4,10.04,55.5,8.95,10.85,7.29,2535.0,51,Carrot,CropDevStage,0.75,1
2017-11-28,1003.45,0.35,1.24,0.1,5.88,67.75,8.08,9.45,27.38,2494.0,0,Barley,MidSeasonStage,1.15,1
2017-11-29,994.1,0.38,1.02,28.9,16.73,76.42,12.66,11.49,95.04,1120.0,3,Barley,InitialStage,0.35,0
2017-11-30,989.55,0.41,1.3,17.7,15.94,71.29,12.95,12.85,80.0,1208.0,63,Cabbage,InitialStage,0.45,0
2017-12-01,993.67,0.39,0.99,0.0,5.28,65.58,10.62,11.29,63.58,1717.0,3,Eggplant,MidSeasonStage,1.15,1
2017-12-02,993.91,0.38,1.09,2.4,10.26,79.46,8.7,9.6,53.54,1955.0,0,Lentil,InitialStage,0.45,0
2017-12-03,1000.76,0.41,0.8,7.9,4.42,84.29,8.46,9.75,73.75,1763.0,51,Cabbage,MidSeasonStage,1.05,0
2017-12-04,1008.54,0.41,1.15,1.7,9.42,74.79,7.93,8.97,26.42,2122.0,51,Cotton,CropDevStage,0.75,1
2017-12-05,1016.06,0.39,1.16,0.0,5.05,69.88,7.72,8.17,7.83,2431.0,0,Lentil,LateSeasonStage,0.5,1
2017-12-06,1018.68,0.38,1.16,0.0,4.36,76.79,8.98,7.6,0.04,2408.0,0,Grain,InitialStage,0.35,1
2017-12-07,1016.58,0.37,1.01,0.0,3.8,80.5,9.86,8.48,12.75,2246.0,0,Lentil,InitialStage,0.45,1
2017-12-08,1007.8,0.37,1.33,2.4,12.47,78.17,11.26,10.21,74.21,1486.0,1,Barley,CropDevStage,0.75,1
2017-12-09,996.02,0.41,1.31,15.1,21.11,73.08,9.99,10.71,49.83,1536.0,51,Barley,MidSeasonStage,1.15,0
2017-12-10,1002.52,0.39,1.43,0.6,11.25,67.08,8.15,9.01,48.29,2084.0,0,Cabbage,CropDevStage,0.75,1
2017-12-11,997.5,0.39,1.54,6.1,26.38,76.29,13.84,12.6,79.62,1310.0,51,Barley,InitialStage,0.35,0
2017-12-12,1000.74,0.4,1.43,4.1,18.8,79.29,14.56,13.68,56.46,1567.0,2,Eggplant,MidSeasonStage,1.15,0
2017-12-13,1003.63,0.41,0.66,13.0,10.52,79.38,12.49,12.67,71.58,580.0,51,Lettuce,CropDevStage,0.6,0
2017-12-14,1001.44,0.4,0.95,4.9,14.64,72.79,12.39,12.16,94.33,786.0,2,Bean,InitialStage,0.35,0
2017-12-15,991.78,0.43,0.94,40.9,27.5,86.0,13.42,12.89,100.0,470.0,51,Cotton,InitialStage,0.45,0
2017-12-16,991.69,0.41,1.31,4.2,13.65,66.54,11.15,11.87,53.21,1675.0,51,Cabbage,MidSeasonStage,1.05,0
2017-12-17,998.04,0.4,1.05,0.3,7.71,70.88,8.01,9.74,37.92,1878.0,1,Grain,LateSeasonStage,0.65,1
2017-12-18,1005.94,0.39,1.16,0.0,7.39,61.38,6.16,7.59,4.21,2264.0,0,Lettuce,LateSeasonStage,0.9,1
2017-12-19,1012.62,0.38,1.28,0.0,12.43,60.67,5.18,6.9,1.33,2302.0,0,Barley,CropDevStage,0.75,1
2017-12-20,1013.02,0.37,1.09,0.0,12.09,67.38,5.0,6.6,26.08,1888.0,0,Bean,InitialStage,0.35,1
2017-12-21,1012.52,0.37,1.41,0.0,13.31,61.92,5.82,6.89,9.29,2162.0,0,Eggplant,CropDevStage,0.75,1
2017-12-22,1008.01,0.36,1.54,0.0,11.58,65.29,8.1,8.0,11.42,2080.0,0,Cucumber,InitialStage,0.45,1
2017-12-23,1011.67,0.36,1.41,0.0,8.5,65.71,9.5,9.06,11.08,1977.0,0,Grain,InitialStage,0.35,1
2017-12-24,1013.74,0.35,1.07,0.0,3.45,76.04,9.56,7.73,0.0,2264.0,0,Grain,InitialStage,0.35,1
2017-12-25,1012.84,0.35,0.82,0.0,2.65,85.58,10.01,8.15,50.83,1773.0,0,Lettuce,InitialStage,0.45,1
2017-12-26,1005.46,0.35,0.67,0.9,4.78,86.29,9.9,9.56,93.54,1194.0,3,Barley,InitialStage,0.35,1
2017-12-27,989.62,0.41,0.92,39.8,25.29,84.67,11.41,10.76,95.88,701.0,53,Bean,InitialStage,0.35,0
2017-12-28,981.68,0.42,0.83,24.7,18.56,79.42,8.26,9.12,79.71,1043.0,53,Barley,CropDevStage,0.75,0
2017-12-29,992.68,0.41,0.83,0.0,6.3,78.58,7.29,8.22,33.38,1922.0,2,Eggplant,InitialStage,0.45,1
2017-12-30,1001.94,0.39,0.87,0.0,5.23,79.5,7.21,6.96,26.79,1801.0,1,Grain,InitialStage,0.35,1
2017-12-31,1006.22,0.39,0.87,0.0,5.42,86.67,9.82,9.04,53.08,1829.0,1,Bean,InitialStage,0.35,1
2018-01-01,1000.84,0.39,0.83,4.9,17.94,83.58,11.92,10.95,65.08,1142.0,51,Cotton,InitialStage,0.45,0
2018-01-02,996.23,0.41,0.98,8.0,11.27,78.88,10.38,10.7,50.04,1574.0,2,Cucumber,MidSeasonStage,0.9,0
2018-01-03,998.91,0.4,1.0,1.5,8.5,85.25,9.81,9.51,43.25,1995.0,0,Grain,CropDevStage,0.75,1
2018-01-04,995.22,0.39,0.95,0.0,5.54,91.21,10.41,11.06,58.75,2023.0,2,Barley,MidSeasonStage,1.15,1
2018-01-05,996.61,0.39,0.83,0.1,4.37,91.67,12.4,11.95,57.0,1560.0,3,Cucumber,InitialStage,0.45,1
2018-01-06,999.48,0.38,0.82,1.2,7.54,87.88,12.4,12.07,41.54,1459.0,1,Cucumber,CropDevStage,0.7,1
2018-01-07,1002.91,0.38,1.4,0.0,10.49,67.17,13.33,12.38,28.5,1965.0,1,Carrot,MidSeasonStage,1.05,1
2018-01-08,1005.67,0.37,1.79,0.0,13.41,67.12,14.62,13.67,25.58,2172.0,1,Bean,LateSeasonStage,0.9,2
2018-01-09,1005.73,0.37,0.84,6.7,9.93,83.08,14.22,13.99,84.96,1142.0,1,Eggplant,LateSeasonStage,0.8,0
2018-01-10,1000.41,0.4,0.83,3.7,6.25,82.83,10.91,11.96,60.5,1552.0,61,Grain,LateSeasonStage,0.65,0
2018-01-11,996.1,0.4,0.86,8.0,8.48,87.5,9.6,10.0,72.21,1680.0,1,Bean,CropDevStage,0.7,0
2018-01-12,997.15,0.42,0.85,9.2,13.1,81.08,9.74,10.26,80.12,1111.0,53,Barley,InitialStage,0.35,0
2018-01-13,1001.49,0.4,1.33,0.0,8.72,70.67,9.52,10.1,25.54,2430.0,1,Bean,MidSeasonStage,1.1,1
2018-01-14,1004.71,0.39,0.83,0.1,4.05,78.08,9.34,9.67,54.29,1651.0,1,Bean,MidSeasonStage,1.1,1
2018-01-15,1006.94,0.42,0.69,9.5,4.08,90.62,9.29,9.45,76.62,1449.0,51,Lentil,LateSeasonStage,0.5,0
2018-01-16,1001.87,0.42,0.87,9.9,18.09,84.42,11.05,10.47,88.0,1212.0,51,Lentil,MidSeasonStage,1.1,0
2018-01-17,992.09,0.41,1.99,2.6,26.5,68.33,12.81,12.3,22.46,2232.0,51,Grain,CropDevStage,0.75,0
2018-01-18,1003.8,0.39,1.58,0.1,9.02,66.0,9.48,10.35,34.42,2744.0,0,Cabbage,CropDevStage,0.75,1
2018-01-19,999.97,0.39,1.06,2.1,14.24,75.08,12.02,11.82,93.12,1429.0,51,Carrot,MidSeasonStage,1.05,1
2018-01-20,996.77,0.39,1.14,1.9,8.2,79.29,11.61,11.96,50.79,2196.0,51,Lentil,MidSeasonStage,1.1,1
2018-01-21,991.42,0.4,1.11,4.7,11.36,79.54,11.75,11.95,51.33,1581.0,51,Carrot,CropDevStage,0.75,0
2018-01-22,999.37,0.38,1.53,0.0,8.31,61.62,9.41,10.12,17.04,2703.0,0,Eggplant,MidSeasonStage,1.15,2
2018-01-23,1004.57,0.37,1.63,0.0,10.92,68.67,10.12,10.31,18.79,2724.0,1,Barley,MidSeasonStage,1.15,2
2018-01-24,1014.03,0.37,1.36,0.0,6.3,75.25,8.77,9.62,1.71,2854.0,0,Lentil,CropDevStage,0.75,1
2018-01-25,1012.55,0.36,1.3,0.0,4.45,82.92,8.13,8.67,10.38,2728.0,0,Grain,InitialStage,0.35,1
2018-01-26,1009.05,0.36,0.97,0.0,5.53,87.5,8.75,8.92,58.17,1852.0,1,Lettuce,InitialStage,0.45,1
2018-01-27,1012.59,0.35,1.28,0.0,6.26,84.04,9.14,9.25,47.38,2665.0,1,Cotton,MidSeasonStage,1.15,1
2018-01-28,1018.11,0.35,1.42,0.0,5.78,81.42,9.36,9.73,6.54,2959.0,0,Eggplant,InitialStage,0.45,1
2018-01-29,1017.29,0.35,1.31,0.0,4.25,88.62,9.27,9.36,43.83,2867.0,0,Eggplant,LateSeasonStage,0.8,1
2018-01-30,1013.87,0.34,1.06,0.0,3.62,85.79,10.35,10.27,55.17,2163.0,2,Carrot,LateSeasonStage,0.9,1
2018-01-31,1009.88,0.34,1.17,0.0,6.97,78.71,10.0,9.76,56.38,1968.0,0,Carrot,LateSeasonStage,0.9,1
2018-02-01,999.64,0.36,1.04,12.1,17.82,78.5,11.51,10.82,83.25,1061.0,2,Cucumber,CropDevStage,0.7,0
2018-02-02,992.04,0.41,1.33,25.1,20.67,85.83,13.02,12.35,81.25,2227.0,61,Cotton,MidSeasonStage,1.15,0
2018-02-03,989.2,0.42,1.53,25.0,24.18,73.21,11.13,11.64,59.79,2007.0,61,Barley,MidSeasonStage,1.15,0
2018-02-04,998.75,0.4,1.4,0.6,7.82,70.75,8.42,9.58,23.12,2841.0,51,Bean,InitialStage,0.35,1
2018-02-05,1003.79,0.39,1.49,0.0,8.81,75.58,8.22,8.85,46.33,2905.0,0,Lettuce,InitialStage,0.45,1
2018-02-06,995.89,0.42,0.74,40.0,11.1,84.08,9.89,9.8,95.79,1203.0,2,Lentil,InitialStage,0.45,0
2018-02-07,990.99,0.43,0.6,32.1,9.94,89.62,9.32,9.92,93.71,1042.0,61,Eggplant,MidSeasonStage,1.15,0
2018-02-08,999.48,0.4,1.32,0.0,8.13,78.25,8.82,9.33,50.67,2646.0,3,Lentil,LateSeasonStage,0.5,1
2018-02-09,999.51,0.39,1.66,0.0,6.69,73.88,8.58,9.39,15.12,3334.0,1,Bean,CropDevStage,0.7,1
2018-02-10,990.42,0.37,1.43,0.0,11.28,68.33,8.26,8.93,44.38,2206.0,1,Eggplant,LateSeasonStage,0.8,1
2018-02-11,993.28,0.36,1.58,0.0,6.41,66.21,8.01,8.69,34.88,3068.0,1,Cotton,MidSeasonStage,1.15,2
2018-02-12,995.46,0.36,1.11,1.2,8.5,74.21,9.62,8.27,64.33,1915.0,0,Barley,MidSeasonStage,1.15,1
2018-02-13,993.64,0.37,1.19,1.2,6.76,69.33,9.36,9.79,73.0,2150.0,3,Cabbage,InitialStage,0.45,1
2018-02-14,996.7,0.39,0.79,8.8,11.52,80.54,5.35,7.21,72.54,1346.0,0,Cotton,LateSeasonStage,0.75,0
2018-02-15,1003.64,0.39,1.78,0.0,8.67,62.71,5.76,6.86,1.46,3711.0,0,Carrot,CropDevStage,0.75,1
2018-02-16,1008.83,0.37,1.87,0.0,5.23,63.58,7.23,7.38,11.04,3742.0,0,Cucumber,MidSeasonStage,0.9,2
2018-02-17,1007.35,0.36,1.68,0.0,3.89,76.5,8.8,8.14,63.21,3472.0,1,Lentil,LateSeasonStage,0.5,1
2018-02-18,1001.14,0.38,0.61,6.6,6.46,87.71,9.85,9.44,100.0,982.0,3,Bean,InitialStage,0.35,0
2018-02-19,996.29,0.42,0.65,18.4,6.7,88.25,9.64,9.72,95.67,1100.0,53,Grain,CropDevStage,0.75,0
2018-02-20,990.66,0.42,1.41,6.1,4.11,84.75,8.65,9.45,75.75,3037.0,51,Eggplant,LateSeasonStage,0.8,0
2018-02-21,985.68,0.42,0.99,3.8,9.99,78.58,7.09,8.18,88.67,1889.0,51,Bean,MidSeasonStage,1.1,0
2018-02-22,987.08,0.42,0.79,27.0,9.68,85.5,8.1,8.14,89.46,1369.0,0,Barley,MidSeasonStage,1.15,0
2018-02-23,984.63,0.42,0.59,32.9,11.94,89.25,10.12,9.52,97.25,876.0,61,Cabbage,MidSeasonStage,1.05,0
2018-02-24,988.92,0.42,0.83,14.9,5.98,84.54,10.33,9.9,81.25,1414.0,61,Cotton,CropDevStage,0.75,0
2018-02-25,990.19,0.4,1.65,0.6,12.87,75.29,7.58,8.48,57.0,3031.0,1,Cucumber,MidSeasonStage,0.9,1
2018-02-26,985.85,0.4,0.87,3.5,13.7,71.0,3.04,5.75,81.17,1437.0,2,Grain,InitialStage,0.35,0
2018-02-27,990.0,0.39,1.38,0.2,6.73,67.21,2.16,4.18,40.0,3344.0,1,Carrot,InitialStage,0.45,1
2018-02-28,999.51,0.38,1.93,0.3,10.78,60.25,2.75,4.9,39.92,4314.0,0,Grain,CropDevStage,0.75,1
2018-03-01,991.99,0.39,1.36,1.1,16.55,78.0,9.2,8.22,87.21,2565.0,73,Bean,MidSeasonStage,1.1,1
2018-03-02,985.25,0.39,1.94,6.1,17.47,78.67,12.96,11.87,48.42,2955.0,51,Barley,LateSeasonStage,0.45,0
2018-03-03,986.49,0.41,0.74,24.2,14.5,83.83,11.92,11.22,73.54,1091.0,1,Cucumber,LateSeasonStage,0.75,0
2018-03-04,987.77,0.4,1.21,2.8,6.95,86.12,11.58,11.73,79.04,2170.0,1,Grain,MidSeasonStage,1.1,0
2018-03-05,979.87,0.42,0.59,11.6,12.28,88.33,10.73,10.78,94.54,795.0,51,Cucumber,LateSeasonStage,0.75,0
2018-03-06,981.66,0.42,1.17,31.2,16.7,85.54,11.17,11.13,86.5,2394.0,2,Cucumber,MidSeasonStage,0.9,0
2018-03-07,989.37,0.42,1.38,20.9,11.61,83.54,10.92,11.37,68.54,2678.0,51,Cabbage,CropDevStage,0.75,0
2018-03-08,997.7,0.4,2.17,0.0,8.08,81.29,10.58,11.57,39.12,4661.0,0,Lentil,LateSeasonStage,0.5,1
2018-03-09,1002.2,0.38,2.1,0.0,4.46,82.83,11.23,11.5,38.96,4118.0,2,Cucumber,InitialStage,0.45,1
2018-03-10,1002.44,0.37,1.16,0.3,5.92,89.67,10.66,10.78,49.33,2153.0,0,Barley,CropDevStage,0.75,1
2018-03-11,996.29,0.38,2.39,5.4,11.24,84.33,13.38,13.15,43.04,4392.0,1,Lettuce,LateSeasonStage,0.9,0
2018-03-12,993.68,0.41,1.55,29.6,16.21,84.58,12.38,12.72,45.12,3173.0,51,Barley,LateSeasonStage,0.45,0
2018-03-13,996.46,0.41,2.12,6.0,16.08,75.46,11.85,12.38,58.17,3844.0,3,Grain,LateSeasonStage,0.65,0
2018-03-14,997.58,0.39,2.33,0.0,6.42,77.08,11.31,12.27,29.96,4615.0,1,Carrot,InitialStage,0.45,1
2018-03-15,995.81,0.38,1.93,1.4,8.88,77.25,11.58,11.48,75.96,3431.0,0,Cucumber,MidSeasonStage,0.9,2
2018-03-16,990.85,0.41,1.48,6.7,11.12,90.58,13.42,13.46,83.79,2830.0,53,Lettuce,InitialStage,0.45,0
2018-03-17,982.38,0.39,1.56,1.8,11.2,84.12,12.08,13.17,65.5,3030.0,1,Carrot,InitialStage,0.45,1
2018-03-18,984.13,0.41,0.96,19.6,14.1,81.92,10.7,10.88,75.21,1526.0,1,Bean,MidSeasonStage,1.1,0
2018-03-19,986.2,0.42,1.47,12.7,12.98,77.08,9.91,10.8,54.46,2975.0,1,Bean,CropDevStage,0.7,0
2018-03-20,989.3,0.42,1.32,19.6,11.86,80.0,10.05,10.21,64.08,2236.0,51,Eggplant,MidSeasonStage,1.15,0
2018-03-21,992.32,0.42,2.09,17.0,14.43,78.29,9.53,10.98,85.33,3699.0,53,Grain,CropDevStage,0.75,0
2018-03-22,988.47,0.43,0.97,13.3,13.37,79.67,5.27,7.6,94.54,1192.0,51,Grain,InitialStage,0.35,0
2018-03-23,984.23,0.41,1.75,0.9,5.77,67.58,6.41,8.29,73.83,3383.0,53,Barley,LateSeasonStage,0.45,1
2018-03-24,987.48,0.39,2.49,0.1,6.1,60.62,7.82,9.36,26.38,4853.0,0,Lettuce,MidSeasonStage,1.0,2
2018-03-25,987.76,0.38,2.49,0.0,17.23,69.67,8.88,9.92,65.75,4726.0,1,Cabbage,InitialStage,0.45,1
2018-03-26,992.65,0.37,1.84,0.2,6.81,74.54,10.2,10.8,52.33,3344.0,2,Lentil,InitialStage,0.45,1
2018-03-27,998.52,0.36,2.54,2.2,4.46,80.17,9.85,10.55,26.96,5096.0,0,Cotton,LateSeasonStage,0.75,1
2018-03-28,999.02,0.35,2.33,0.1,6.71,83.83,10.46,10.8,51.46,4548.0,0,Grain,InitialStage,0.35,1
2018-03-29,998.57,0.37,1.99,3.3,10.29,89.58,12.8,12.96,67.29,4054.0,51,Eggplant,CropDevStage,0.75,0
2018-03-30,996.98,0.36,2.9,0.0,9.4,78.79,14.18,14.17,38.38,5016.0,1,Lettuce,MidSeasonStage,1.0,2
2018-03-31,989.86,0.37,1.39,13.4,17.45,82.12,12.89,13.29,82.83,1891.0,1,Carrot,MidSeasonStage,1.05,0
2018-04-01,994.63,0.41,2.41,6.3,17.23,77.04,11.43,12.33,41.42,4756.0,61,Carrot,MidSeasonStage,1.05,0
2018-04-02,1003.73,0.38,2.76,0.0,4.82,72.08,11.33,12.32,30.5,5279.0,0,Cotton,CropDevStage,0.75,2
2018-04-03,1004.27,0.37,3.39,0.0,6.09,68.88,11.59,12.05,26.17,5953.0,1,Cucumber,LateSeasonStage,0.75,2
2018-04-04,1003.21,0.37,2.23,0.7,4.35,80.54,13.21,12.87,52.54,3800.0,1,Lettuce,LateSeasonStage,0.9,2
2018-04-05,999.81,0.37,2.51,0.7,6.61,86.46,13.03,13.32,31.92,4942.0,0,Cotton,CropDevStage,0.75,2
2018-04-06,1002.01,0.36,3.3,0.0,5.98,79.04,13.34,14.3,16.42,5834.0,2,Barley,CropDevStage,0.75,2
2018-04-07,1002.38,0.34,3.88,0.0,5.7,70.54,13.18,13.95,13.79,6627.0,0,Cabbage,MidSeasonStage,1.05,3
2018-04-08,998.57,0.33,4.02,0.0,7.39,70.33,15.41,15.29,22.0,6520.0,2,Carrot,InitialStage,0.45,2
2018-04-09,996.83,0.38,2.2,8.6,14.39,81.12,13.76,14.7,58.62,4508.0,2,Lettuce,MidSeasonStage,1.0,0
2018-04-10,998.36,0.37,2.33,0.9,7.25,86.79,13.27,14.31,69.25,4428.0,51,Carrot,InitialStage,0.45,1
2018-04-11,992.7,0.36,3.01,2.4,6.81,76.08,15.17,14.92,42.0,5057.0,3,Lettuce,MidSeasonStage,1.0,2
2018-04-12,993.32,0.36,2.14,5.4,7.02,87.29,14.22,14.96,48.46,3934.0,1,Carrot,CropDevStage,0.75,0
2018-04-13,1000.15,0.36,3.65,0.0,5.42,83.29,13.99,15.28,24.5,6527.0,0,Carrot,InitialStage,0.45,2
2018-04-14,999.17,0.34,4.17,0.0,19.12,62.0,16.24,15.83,39.5,4876.0,1,Bean,MidSeasonStage,1.1,3
2018-04-15,992.05,0.33,4.29,4.8,10.0,60.17,17.4,17.48,55.96,5678.0,2,Bean,CropDevStage,0.7,0
2018-04-16,996.14,0.38,2.93,2.8,5.98,89.42,15.0,16.81,36.96,5395.0,51,Lentil,InitialStage,0.45,0
2018-04-17,1003.87,0.36,2.29,2.4,4.61,89.92,14.59,16.25,68.17,4027.0,2,Grain,InitialStage,0.35,1
2018-04-18,1007.49,0.35,3.36,2.0,8.06,79.08,15.95,16.71,26.46,5633.0,1,Barley,CropDevStage,0.75,2
2018-04-19,1008.22,0.34,3.92,0.0,7.16,71.83,17.49,17.86,15.08,6230.0,2,Cucumber,CropDevStage,0.7,2
2018-04-20,1004.98,0.32,4.29,0.0,5.62,74.54,17.31,18.13,0.04,6830.0,0,Eggplant,CropDevStage,0.75,3
2018-04-21,1003.88,0.31,4.09,0.0,4.88,82.21,16.43,17.76,8.0,6604.0,0,Cotton,InitialStage,0.45,2
2018-04-22,1003.85,0.3,3.35,0.0,5.33,86.83,16.62,17.85,32.21,5730.0,0,Carrot,MidSeasonStage,1.05,3
2018-04-23,1003.74,0.3,3.26,0.0,5.18,87.88,16.19,17.74,45.46,5582.0,2,Cabbage,LateSeasonStage,0.9,2
2018-04-24,1004.64,0.29,3.46,0.0,4.98,85.21,16.18,17.44,38.25,5938.0,2,Grain,InitialStage,0.35,1
2018-04-25,1003.16,0.28,4.2,0.0,4.68,77.21,17.0,17.3,3.92,7048.0,0,Lettuce,CropDevStage,0.6,2
2018-04-26,999.18,0.27,4.34,0.0,4.45,75.96,17.18,17.56,11.75,7224.0,0,Eggplant,MidSeasonStage,1.15,3
2018-04-27,996.67,0.26,4.55,0.0,4.7,72.46,18.71,18.57,19.92,7027.0,1,Carrot,MidSeasonStage,1.05,3
2018-04-28,997.25,0.25,3.99,0.1,7.1,70.38,19.74,19.59,41.71,5848.0,1,Eggplant,InitialStage,0.45,2
2018-04-29,996.03,0.24,4.56,0.0,5.62,68.58,20.54,20.78,24.58,6604.0,2,Cucumber,InitialStage,0.45,2
2018-04-30,998.71,0.24,4.37,0.0,11.15,73.33,17.63,19.31,14.21,7237.0,1,Cotton,CropDevStage,0.75,3
2018-05-01,996.86,0.23,3.27,0.0,3.88,71.46,17.23,18.19,51.04,5217.0,1,Eggplant,CropDevStage,0.75,2
2018-05-02,987.15,0.23,4.1,0.4,16.75,63.46,19.55,19.32,49.0,4878.0,1,Cotton,LateSeasonStage,0.75,3
2018-05-03,983.32,0.32,2.69,22.6,10.41,80.17,16.6,18.38,62.04,4055.0,2,Cotton,InitialStage,0.45,0
2018-05-04,992.46,0.39,2.15,8.6,12.6,86.46,15.5,16.88,65.29,4052.0,53,Cabbage,InitialStage,0.45,0
2018-05-05,999.24,0.36,2.86,0.5,6.72,79.42,15.81,17.11,59.08,5013.0,51,Bean,MidSeasonStage,1.1,3
2018-05-06,1000.36,0.33,2.58,0.0,6.85,80.54,16.12,16.97,76.25,4365.0,2,Cucumber,CropDevStage,0.7,2
2018-05-07,998.45,0.33,2.49,7.1,6.28,87.54,16.87,17.93,90.83,4180.0,3,Eggplant,InitialStage,0.45,0
2018-05-08,993.79,0.36,1.73,9.2,5.61,90.79,16.64,17.62,97.42,2946.0,3,Lentil,LateSeasonStage,0.5,0
2018-05-09,992.14,0.36,2.96,0.5,5.9,84.79,16.75,17.84,65.21,5138.0,3,Lettuce,LateSeasonStage,0.9,2
2018-05-10,995.58,0.34,3.24,0.1,6.03,85.29,16.94,17.98,59.21,5507.0,2,Cabbage,MidSeasonStage,1.05,3
2018-05-11,1000.67,0.32,3.13,0.3,5.75,89.42,17.6,18.67,56.58,5309.0,2,Cotton,MidSeasonStage,1.15,3
2018-05-12,1000.82,0.31,3.2,1.6,4.92,86.21,17.62,19.05,52.71,5426.0,2,Eggplant,MidSeasonStage,1.15,3
2018-05-13,998.65,0.3,3.72,0.0,6.49,82.88,17.34,18.84,47.0,6256.0,2,Lentil,LateSeasonStage,0.5,2
2018-05-14,998.51,0.31,4.01,3.0,14.54,70.54,15.92,17.74,48.96,6824.0,1,Cabbage,CropDevStage,0.75,1
2018-05-15,999.58,0.34,2.56,13.1,6.76,76.96,13.78,16.11,61.08,4898.0,1,Lentil,CropDevStage,0.75,0
2018-05-16,1000.95,0.36,2.93,1.6,7.11,82.25,14.6,16.04,59.71,5190.0,2,Grain,MidSeasonStage,1.1,3
2018-05-17,1000.62,0.34,3.52,0.1,5.93,80.88,15.88,17.05,24.79,5880.0,1,Lentil,LateSeasonStage,0.5,2
2018-05-18,999.35,0.32,4.27,0.0,5.86,80.12,17.03,17.87,20.79,6892.0,0,Cabbage,CropDevStage,0.75,3
2018-05-19,998.95,0.3,4.69,0.0,6.8,77.08,18.34,19.18,9.17,7274.0,0,Bean,LateSeasonStage,0.9,3
2018-05-20,997.94,0.28,5.13,0.0,5.96,69.62,19.78,20.48,9.71,7651.0,1,Carrot,CropDevStage,0.75,3
2018-05-21,997.52,0.27,3.94,2.9,4.76,78.0,19.44,20.61,25.0,6037.0,0,Carrot,InitialStage,0.45,0
2018-05-22,999.26,0.27,4.23,3.6,5.97,79.75,19.61,20.43,44.38,6649.0,1,Cabbage,CropDevStage,0.75,1
2018-05-23,999.85,0.38,2.43,22.6,6.2,86.96,17.99,19.58,87.79,4034.0,63,Cotton,LateSeasonStage,0.75,0
2018-05-24,1001.28,0.35,3.97,0.2,4.51,87.33,18.86,20.39,35.21,6282.0,2,Barley,InitialStage,0.35,1
2018-05-25,1000.97,0.33,3.82,1.2,4.58,88.21,19.72,20.9,51.79,6005.0,3,Cucumber,LateSeasonStage,0.75,2
